//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = CCD cts

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
P,CCD cts
 6.13000E+02, 2.27040E+01
 6.14000E+02, 1.58618E+01
 6.15000E+02, 2.19218E+01
 6.16000E+02, 2.26853E+01
 6.17000E+02, 2.23516E+01
 6.18000E+02, 2.28160E+01
 6.19000E+02, 2.20450E+01
 6.20000E+02, 2.34250E+01
 6.21000E+02, 2.02400E+01
 6.22000E+02, 2.17130E+01
 6.23000E+02, 2.32252E+01
 6.24000E+02, 2.21253E+01
 6.25000E+02, 2.22382E+01
 6.26000E+02, 2.23062E+01
 6.27000E+02, 2.39715E+01
 6.28000E+02, 2.14359E+01
 6.29000E+02, 2.09361E+01
 6.30000E+02, 2.25407E+01
 6.31000E+02, 2.43470E+01
 6.32000E+02, 2.15153E+01
 6.33000E+02, 2.25985E+01
 6.34000E+02, 2.21209E+01
 6.35000E+02, 2.04798E+01
 6.36000E+02, 2.26432E+01
 6.37000E+02, 2.30083E+01
 6.38000E+02, 1.57334E+01
 6.39000E+02, 2.35058E+01
 6.40000E+02, 2.40346E+01
 6.41000E+02, 2.15162E+01
 6.42000E+02, 2.19053E+01
 6.43000E+02, 2.28669E+01
 6.44000E+02, 2.14303E+01
 6.45000E+02, 2.15926E+01
 6.46000E+02, 2.30808E+01
 6.47000E+02, 2.24391E+01
 6.48000E+02, 2.14891E+01
 6.49000E+02, 2.20325E+01
 6.50000E+02, 2.23099E+01
 6.51000E+02, 2.21977E+01
 6.52000E+02, 2.19869E+01
 6.53000E+02, 1.78730E+01
 6.54000E+02, 1.74060E+01
 6.55000E+02, 2.17290E+01
 6.56000E+02, 2.07085E+01
 6.57000E+02, 2.21124E+01
 6.58000E+02, 2.25210E+01
 6.59000E+02, 2.18442E+01
 6.60000E+02, 2.13295E+01
 6.61000E+02, 1.89917E+01
 6.62000E+02, 2.03448E+01
 6.63000E+02, 2.19188E+01
 6.64000E+02, 1.82511E+01
 6.65000E+02, 0.00000E+00
 6.66000E+02, 2.31816E+01
 6.67000E+02, 0.00000E+00
 6.68000E+02, 2.37401E+01
 6.69000E+02, 0.00000E+00
 6.70000E+02, 2.12379E+01
 6.71000E+02, 0.00000E+00
 6.72000E+02, 0.00000E+00
 6.73000E+02, 2.20810E+01
 6.74000E+02, 2.21561E+01
 6.75000E+02, 2.16849E+01
 6.76000E+02, 0.00000E+00
 6.77000E+02, 2.21570E+01
 6.78000E+02, 0.00000E+00
 6.79000E+02, 0.00000E+00
